SampleLogFunc,SampleVariable1,SampleVariable2,SampleVariable3,SampleVariable4
-7.6646692,-7.9718069,14.891472,17.070668,-1.7784765
-5.9750418,-9.0052335,15.681714,17.908611,-2.3199450
-5.9750418,-9.0052335,15.681714,17.908611,-2.3199450
-5.9750418,-9.0052335,15.681714,17.908611,-2.3199450
-5.9750418,-9.0052335,15.681714,17.908611,-2.3199450
-5.9750418,-9.0052335,15.681714,17.908611,-2.3199450
-5.9750418,-9.0052335,15.681714,17.908611,-2.3199450
-5.9750418,-9.0052335,15.681714,17.908611,-2.3199450
-5.9750418,-9.0052335,15.681714,17.908611,-2.3199450
-5.9750418,-9.0052335,15.681714,17.908611,-2.3199450
-6.5894375,-10.941642,13.995381,17.836766,-2.1101501
-4.4876866,-8.4544803,15.742902,18.582464,-.97257987
-4.7146794,-9.8461578,15.253847,19.532722,-1.4764592
-3.8890450,-9.9096014,14.712080,19.713454,-.71257584
-3.6634989,-9.5727879,13.970058,18.917152,.61049836E-01
-6.9473935,-9.4497008,12.947248,18.866027,1.4654613
-3.6782302,-10.407270,14.990987,21.356664,1.0214715
-3.4672453,-10.626528,15.513668,20.619335,.15109395
-4.1083868,-9.4529526,15.942859,20.014290,-1.0418522
-3.5139843,-10.043041,14.417370,19.859645,-.24039195
-3.5139843,-10.043041,14.417370,19.859645,-.24039195
-3.6765106,-8.8383368,16.251398,20.386445,.86379146E-01
-5.7728128,-7.9222195,15.504250,18.091841,-.78474365
-4.8104542,-9.3213294,16.414435,19.345281,-.98164723
-4.5008108,-9.0948470,15.566609,18.761224,-1.6771453
-3.8894460,-9.2560871,16.104244,20.118506,-.79654099
-5.2788592,-8.8748577,17.205259,20.917328,-.35784024
-4.1017587,-8.9769362,15.143624,18.390687,-1.0873902
-3.2240254,-9.5781346,15.656697,20.042110,-.62357278
-4.7859148,-9.0860393,16.130281,18.708009,-1.6482821
-4.2717599,-10.311134,15.397847,21.547098,.64946163
-4.9920701,-9.5767585,16.418405,21.530231,.21327977
-4.1273089,-11.139185,14.760486,21.320320,1.1847464
-4.0058813,-11.405170,14.143811,19.603148,-.83513776
-6.5305867,-9.2968562,14.693214,21.384766,2.7248810
-9.2794229,-8.2678843,13.240405,18.109429,1.3402132
-4.6078697,-8.5876578,14.517099,18.778911,.39111870
-3.7829632,-8.8224239,14.696239,19.003015,-.14807580
-4.9888846,-8.1987331,15.543449,18.363217,-.75026501
-4.1592087,-10.880710,13.696104,20.715816,1.3223372
-2.7788337,-9.6584626,15.134612,20.326063,.53530506
-2.7788337,-9.6584626,15.134612,20.326063,.53530506
-5.7648382,-7.7052110,16.922539,19.679798,-.50174648
-6.5561595,-8.9936579,16.658261,22.165886,1.8416847
-4.1225539,-9.6297083,14.284743,18.247744,-.99004876
-3.6449794,-9.0408230,14.719119,19.922408,.69173021
-7.1624416,-9.6467857,15.757194,22.088458,2.6525924
-3.6930576,-11.083316,14.996646,20.921210,.58386256
-4.1198377,-9.7418774,16.496571,21.268822,.11761813
-5.5592547,-7.8132905,15.069045,19.050045,.58294901
-4.5370583,-10.086417,16.483184,20.035194,-1.1711750
-3.6248474,-10.253062,14.814434,19.142372,-.50793274
-4.0552708,-10.296793,15.478005,19.619637,-1.5440585
-3.1518446,-10.359947,15.055192,20.079623,-.64808925
-3.3191620,-10.655305,14.604755,19.954468,.28040746
-5.9533818,-10.719895,16.489349,21.348085,-.95653574
-4.8103227,-10.551818,14.145574,18.387768,-1.0217415
-5.3111512,-9.8073163,13.415020,18.823538,.81910703
-4.9747865,-9.0303578,15.253770,18.398412,-.65185545
-2.9389426,-10.787024,14.759013,20.564973,.28473714
-5.7515058,-8.0687709,16.789093,19.230264,-1.3795924
-4.1024096,-8.7833352,14.765125,19.103863,-.31859421
-6.5997979,-7.3227545,16.256107,19.997383,.75635330
-3.6307121,-8.9931502,14.744257,18.741958,-.39261153
-5.1302290,-8.7590709,15.738484,18.191271,-1.5647343
-3.1881160,-9.3406348,15.832013,19.550307,-.66019711
-4.0871586,-10.087586,14.715176,21.107771,.94933118
-4.0404632,-11.222217,15.200806,20.982324,.40153928
-7.3888586,-8.3944797,14.833631,18.161657,-1.6968691
-5.3920217,-10.460610,14.481509,18.368079,-1.0555879
-3.1495002,-9.7427730,14.964398,20.607977,1.0466469
-4.7946210,-11.596864,14.300020,19.538445,-1.3446184
-3.4228452,-10.585971,15.759517,20.668314,-.22341333
-4.3201151,-9.5877148,16.318999,19.437832,-1.2808848
-3.9679317,-11.600916,13.978149,20.344555,.26577186
-4.0192517,-8.4827021,15.002630,19.060850,.17112437E-01
-4.4202762,-11.195094,13.225915,20.140167,.89647004
-8.7639357,-11.945823,12.791614,20.345515,1.9540025
-6.7071786,-10.291311,13.836037,20.973610,2.6566999
-3.0026445,-10.583372,14.303498,19.795450,.19077163
-4.2050635,-9.0814969,15.865182,21.160242,1.0159331
-3.1427650,-10.325959,15.090416,19.416576,-.90118451
-4.4048858,-10.724893,15.193473,21.280469,.69409279E-01
-6.1658041,-9.8789608,15.216817,18.638486,-.61088015
-4.9712936,-9.2400503,15.812482,21.306931,1.7853729
-4.2842522,-10.548209,13.297785,18.995470,.20386764
-3.1837922,-9.5189949,14.658036,19.915560,.81450001
-5.5674633,-9.6836603,14.226483,20.524303,.63081589
-4.9501897,-11.463606,15.130291,20.602890,-1.0723777
-4.8052243,-10.133216,15.700767,19.389731,-.66948120
-3.8645909,-11.563301,14.098785,20.162733,-.25636219
-5.1039523,-8.0036878,15.890695,18.881990,-.16525325
-3.7084909,-9.8955775,15.463967,19.650871,-1.2510007
-4.1267354,-8.8127658,15.922590,19.008859,-.68562118
-5.7413432,-9.4387348,14.409819,18.933993,-1.2421838
-3.0865462,-9.5372072,14.956796,20.143242,.19101053
-3.8990979,-11.450470,14.395136,21.062812,.68896547
-3.0938017,-9.0166657,15.304872,19.466469,-.20999656
-3.4641539,-10.157778,15.842686,20.430344,.27140668E-01
-6.2161748,-8.6395233,17.541521,20.841537,.10718954
-2.9074383,-9.1903555,15.249041,19.634656,-.68672539E-01
-4.4874692,-10.571610,15.987162,21.421304,-.17993208
-4.8323919,-10.097867,14.204243,18.312333,-1.6973410
-4.6384001,-10.636017,13.140669,18.821394,.80076041E-01
-5.2576502,-11.243579,13.901694,20.310892,-.44956729
-3.4790099,-9.0543600,15.651836,19.308815,-.91789841
-7.6654994,-7.9402851,14.493549,19.788573,2.1214197
-4.6344791,-11.017660,15.198468,19.964997,-.29096950
-4.4130985,-10.221915,16.360684,20.204713,-.80349337
-3.3962767,-10.524734,15.186465,19.674979,-.57069054
