SampleLogFunc,SampleVariable1,SampleVariable2,SampleVariable3,SampleVariable4
-8.3721609,-10.420689,12.242488,17.900703,.43522566
-8.1036843,-9.0349208,12.618311,18.377727,1.0887391
-5.9767230,-9.4035034,14.100091,18.532173,.51978169
-4.9498205,-8.7070723,16.069569,18.632590,-1.1196397
-4.9498205,-8.7070723,16.069569,18.632590,-1.1196397
-5.3987433,-11.088465,12.630509,19.477503,.62605096
-4.5808187,-9.8160420,14.364035,18.810409,.11331023
-4.5808187,-9.8160420,14.364035,18.810409,.11331023
-5.6270484,-10.624849,14.004256,18.417639,-.59894688
-5.2978681,-11.321205,13.201662,20.189285,1.3450547
-3.9878522,-9.1418805,16.450585,20.039436,-.90495006
-3.9878522,-9.1418805,16.450585,20.039436,-.90495006
-4.0277803,-10.376448,14.245200,18.690761,-.68362166
-4.0277803,-10.376448,14.245200,18.690761,-.68362166
-7.1754663,-8.7452839,14.459146,19.433854,1.8018600
-7.1754663,-8.7452839,14.459146,19.433854,1.8018600
-3.6255285,-9.8916234,13.966576,19.427597,.68320886
-3.6255285,-9.8916234,13.966576,19.427597,.68320886
-3.6221571,-9.7126941,14.923056,18.656971,-1.2329477
-4.1492514,-10.895643,13.970327,18.842049,-1.1441907
-4.1492514,-10.895643,13.970327,18.842049,-1.1441907
-4.8231356,-9.6557040,14.011401,17.911898,-1.1237442
-4.6334299,-9.0763467,14.315532,19.913500,1.5205305
-4.6334299,-9.0763467,14.315532,19.913500,1.5205305
-6.0437942,-10.036824,14.513270,19.458711,.95727317
-3.3400587,-9.3000752,15.688657,19.311214,-.61662769
-3.6781123,-10.059763,13.929256,20.204065,1.0219927
-3.6781123,-10.059763,13.929256,20.204065,1.0219927
-3.6781123,-10.059763,13.929256,20.204065,1.0219927
-3.9346289,-11.426788,14.424594,20.537490,-.31300914
-3.9346289,-11.426788,14.424594,20.537490,-.31300914
-3.9209370,-10.340275,15.752646,21.618941,.80402151
-4.6460112,-10.325479,15.420763,21.903316,1.6906875
-4.8082626,-10.831271,15.987785,20.580450,-.27932316
-7.3250291,-10.872939,15.588842,19.649736,-2.5196130
-7.9021581,-8.5208996,16.424284,19.293064,-2.1012149
-3.1269800,-9.1964342,15.917855,20.302518,.13866289
-2.7417081,-9.8943262,15.057535,19.627555,-.18600868
-2.7417081,-9.8943262,15.057535,19.627555,-.18600868
-2.7417081,-9.8943262,15.057535,19.627555,-.18600868
-2.7417081,-9.8943262,15.057535,19.627555,-.18600868
-2.7417081,-9.8943262,15.057535,19.627555,-.18600868
-2.7417081,-9.8943262,15.057535,19.627555,-.18600868
-4.7263084,-8.7253836,14.625571,19.281096,.98298365
-4.2683779,-8.3720527,15.946056,19.480046,.15745631
-4.3322344,-9.0574174,15.708724,18.613603,-1.5930399
-4.3322344,-9.0574174,15.708724,18.613603,-1.5930399
-4.3322344,-9.0574174,15.708724,18.613603,-1.5930399
-3.8164550,-10.068738,13.724087,19.950634,.97299336
-3.8164550,-10.068738,13.724087,19.950634,.97299336
-3.3297318,-10.298303,15.084960,21.150165,.82476790
-4.5974207,-11.657234,13.698743,20.673155,.29889143
-4.8523942,-10.362958,16.233553,21.541373,-.16170420
-4.8523942,-10.362958,16.233553,21.541373,-.16170420
-4.8523942,-10.362958,16.233553,21.541373,-.16170420
-4.3387125,-10.535182,15.779985,21.858441,1.0061383
-5.8291702,-10.945512,13.070208,19.386503,-.45455455
-7.1970134,-9.4165679,16.240235,18.660895,-1.1997115
-6.9121359,-11.652723,12.456414,18.834165,.23005267
-4.7813691,-8.5115926,15.160942,20.226193,.79588034
-3.2493085,-10.477126,15.469504,19.906920,-.82350355
-4.4575379,-8.7166197,14.931655,19.232409,.70131022
-3.5042575,-8.9466054,16.063628,20.224360,.31233242
-3.5042575,-8.9466054,16.063628,20.224360,.31233242
-4.2924721,-10.591562,14.977177,19.814694,.15103219
-5.2424189,-9.2317650,16.181634,21.827218,1.6005554
-5.2424189,-9.2317650,16.181634,21.827218,1.6005554
-5.5927533,-11.104176,15.171570,19.509221,-2.0829316
-6.5461297,-8.1001640,16.691088,18.430800,-2.0007317
-5.1300409,-8.0990429,15.988202,20.503848,1.0061831
-6.5596528,-11.192911,12.421110,18.299250,-.44081096
-5.4197391,-8.0546883,16.957396,20.014669,-.56655673
-4.3566278,-10.510120,14.992854,19.972786,-1.1689088
-4.1983718,-8.4074466,15.323857,19.741360,.32746786
-4.1983718,-8.4074466,15.323857,19.741360,.32746786
-3.5661777,-9.6625278,15.324762,19.457059,-1.1449459
-3.5661777,-9.6625278,15.324762,19.457059,-1.1449459
-3.5519728,-10.457662,15.137834,21.100071,.34879378
-3.4182866,-9.5921325,15.472752,20.814127,1.0766026
-3.4182866,-9.5921325,15.472752,20.814127,1.0766026
-5.6026874,-10.613176,16.296310,22.328418,.79583389
-5.2499671,-10.086037,13.664541,20.788846,1.7862713
-3.4404599,-10.105127,14.606165,20.181677,-.91157158E-01
-5.0404555,-10.998656,13.072642,20.390482,1.3748122
-3.8120577,-8.8793394,14.797874,19.479852,.55513464E-01
-3.8120577,-8.8793394,14.797874,19.479852,.55513464E-01
-3.8120577,-8.8793394,14.797874,19.479852,.55513464E-01
-3.8120577,-8.8793394,14.797874,19.479852,.55513464E-01
-4.9693982,-8.5805768,15.970881,18.654108,-1.6592448
-4.3361093,-8.9697732,16.787952,20.795437,.18369150
-5.1786859,-8.8747781,15.101819,21.013509,1.8873720
-5.0325746,-9.3030628,16.556652,21.047776,.93665646
-3.3849763,-10.579737,14.842471,19.654455,-.23144422
-2.9060893,-10.559871,14.905176,19.792966,-.46003270
-3.6162917,-10.060036,15.965183,20.031122,-1.1067951
-3.6162917,-10.060036,15.965183,20.031122,-1.1067951
-3.1210660,-10.444885,15.085350,19.578724,-.71015933
-3.1210660,-10.444885,15.085350,19.578724,-.71015933
-6.0383625,-8.8038216,15.581808,18.975830,.24913817
-6.7999358,-7.9640530,17.038803,20.393972,.84547884
-5.5839846,-8.0611542,16.946938,19.898900,.25067994E-01
-4.0213922,-11.513323,13.896163,20.104446,-.29517830
-3.4646084,-10.201208,14.628684,19.708677,-.70793369
-5.7023067,-10.778868,13.918951,18.009402,-1.6488260
