SampleLogFunc,SampleVariable1,SampleVariable2,SampleVariable3,SampleVariable4
-9.2461599,-10.843796,12.146422,17.414436,-.36665134
-6.9236925,-8.8772763,13.239508,18.433367,1.0286047
-5.3987433,-11.088465,12.630509,19.477503,.62605096
-4.5808187,-9.8160420,14.364035,18.810409,.11331023
-4.5808187,-9.8160420,14.364035,18.810409,.11331023
-3.9878522,-9.1418805,16.450585,20.039436,-.90495006
-4.4405276,-11.406867,13.803784,19.180399,-.72092015
-4.0277803,-10.376448,14.245200,18.690761,-.68362166
-7.1754663,-8.7452839,14.459146,19.433854,1.8018600
-3.6255285,-9.8916234,13.966576,19.427597,.68320886
-4.1492514,-10.895643,13.970327,18.842049,-1.1441907
-4.1492514,-10.895643,13.970327,18.842049,-1.1441907
-4.6334299,-9.0763467,14.315532,19.913500,1.5205305
-6.0437942,-10.036824,14.513270,19.458711,.95727317
-3.1729781,-10.546972,15.108493,20.321860,.26460274
-3.6781123,-10.059763,13.929256,20.204065,1.0219927
-3.9346289,-11.426788,14.424594,20.537490,-.31300914
-3.9209370,-10.340275,15.752646,21.618941,.80402151
-4.8082626,-10.831271,15.987785,20.580450,-.27932316
-7.3250291,-10.872939,15.588842,19.649736,-2.5196130
-2.7417081,-9.8943262,15.057535,19.627555,-.18600868
-2.7417081,-9.8943262,15.057535,19.627555,-.18600868
-2.7417081,-9.8943262,15.057535,19.627555,-.18600868
-2.7417081,-9.8943262,15.057535,19.627555,-.18600868
-4.7263084,-8.7253836,14.625571,19.281096,.98298365
-4.3322344,-9.0574174,15.708724,18.613603,-1.5930399
-4.3322344,-9.0574174,15.708724,18.613603,-1.5930399
-3.8164550,-10.068738,13.724087,19.950634,.97299336
-4.7222371,-11.502871,14.119690,21.032252,.27046779
-4.8523942,-10.362958,16.233553,21.541373,-.16170420
-4.8523942,-10.362958,16.233553,21.541373,-.16170420
-6.2642668,-11.429512,15.203478,21.382150,-.60487597
-7.1970134,-9.4165679,16.240235,18.660895,-1.1997115
-5.3983692,-8.1391509,16.187626,18.681958,-1.4677852
-4.4575379,-8.7166197,14.931655,19.232409,.70131022
-3.5042575,-8.9466054,16.063628,20.224360,.31233242
-4.6771645,-9.9882873,15.454149,18.718555,-2.0430886
-5.2424189,-9.2317650,16.181634,21.827218,1.6005554
-6.5461297,-8.1001640,16.691088,18.430800,-2.0007317
-6.5596528,-11.192911,12.421110,18.299250,-.44081096
-4.3566278,-10.510120,14.992854,19.972786,-1.1689088
-4.1983718,-8.4074466,15.323857,19.741360,.32746786
-3.5661777,-9.6625278,15.324762,19.457059,-1.1449459
-3.5519728,-10.457662,15.137834,21.100071,.34879378
-3.4182866,-9.5921325,15.472752,20.814127,1.0766026
-5.8728421,-10.529505,16.163749,21.172114,.78476800
-3.4404599,-10.105127,14.606165,20.181677,-.91157158E-01
-3.8120577,-8.8793394,14.797874,19.479852,.55513464E-01
-3.8120577,-8.8793394,14.797874,19.479852,.55513464E-01
-4.9693982,-8.5805768,15.970881,18.654108,-1.6592448
-4.3361093,-8.9697732,16.787952,20.795437,.18369150
-7.2742709,-9.3380966,17.090261,21.141298,.91340092
-3.3849763,-10.579737,14.842471,19.654455,-.23144422
-3.6162917,-10.060036,15.965183,20.031122,-1.1067951
-3.1210660,-10.444885,15.085350,19.578724,-.71015933
-6.0383625,-8.8038216,15.581808,18.975830,.24913817
-4.6186757,-8.9723960,16.568091,21.131726,.91523257
-3.4646084,-10.201208,14.628684,19.708677,-.70793369
-5.7023067,-10.778868,13.918951,18.009402,-1.6488260
-6.2834114,-11.997419,14.930014,22.319179,.92993279
-6.2834114,-11.997419,14.930014,22.319179,.92993279
-5.9122017,-11.720931,13.743652,19.336895,-1.5112366
-6.0937429,-11.367370,13.290386,19.133851,-1.2208503
-6.0562693,-9.0457643,16.866692,19.462653,-.83329359
-4.5917445,-11.836896,14.664822,21.269578,.22964920
-7.0328835,-12.740481,14.434305,20.452743,-.82531448
-4.3177105,-10.622187,13.611382,20.389511,1.4795707
-3.7062286,-9.0793740,15.956191,20.722497,.34658508
-3.1728473,-9.5149317,14.802602,19.465302,-.44956279
-3.9990985,-9.3665385,14.467212,20.369057,1.1056722
-3.9990985,-9.3665385,14.467212,20.369057,1.1056722
-7.7714041,-10.806285,17.377409,21.258709,-1.2266401
-2.7921604,-10.076329,14.433067,19.485146,-.11672974
-3.4111421,-9.4520897,16.193562,20.467297,-.33948797
-3.4111421,-9.4520897,16.193562,20.467297,-.33948797
-3.5736820,-10.234669,16.007869,21.192966,.21525305
-5.0228217,-11.414576,14.747905,20.921789,.93297832
-3.1349950,-10.517836,14.838673,19.866488,.13836475E-01
-3.0305591,-9.2796162,14.821132,19.539296,.21008154E-01
-3.4058126,-10.469647,13.778831,19.241717,-.12451551
-4.9867083,-8.9623581,15.462097,21.158367,1.8846499
-3.7757509,-10.883144,15.322467,19.885800,-1.1397372
-9.1973048,-10.818307,13.353653,21.233162,.96484813
-5.2054233,-9.2911728,13.611392,19.079378,.20347442
-4.6404294,-10.923879,15.377621,20.250982,-1.3490499
-5.2754882,-9.3892048,14.620855,18.488012,-1.6534315
-4.0348946,-10.097912,14.264016,18.537857,-1.3136102
-7.8649300,-9.4553671,12.391384,18.112948,.63900800
-4.5639442,-9.5490567,13.798175,20.001868,1.4507163
-5.0422331,-10.055147,14.590157,19.880076,1.1552731
-3.1147207,-10.742627,14.032391,20.047897,.33331104
-4.3636627,-11.284296,15.210034,19.949359,-1.0057487
-5.0158573,-10.780806,13.841911,20.590447,1.7575279
-4.9745099,-10.146800,14.532675,20.353542,1.5773241
-4.1392643,-8.4514314,15.325096,18.854876,-.19160698
-6.9372593,-8.3237124,14.807973,17.244991,-1.3336987
-5.3315702,-8.4058656,15.622601,18.785883,-.17555472E-01
-3.0113424,-9.8890140,14.473251,19.206244,-.14186608
-3.2702790,-10.553008,14.237310,19.204919,-.71862108
-3.8547243,-9.4358597,15.688943,21.012074,1.2617361
-6.5310927,-10.239628,14.414895,21.487134,2.7171865
-3.4189714,-9.5521038,15.214478,20.876984,1.0193799
-3.2785800,-9.3210646,14.728153,20.085055,.81320063
-5.1065681,-10.896080,12.973537,19.171980,-.24460753
-3.6975292,-8.8932208,14.948505,19.412962,.54966868
-3.0917400,-9.9657042,15.586112,20.313475,.23061307
-3.4730017,-10.923932,14.745754,19.810183,-.31711017
-3.4060759,-9.0261567,15.012672,19.342218,-.34531251
-4.0831477,-9.5441740,16.172060,19.791120,-.39822803
-4.3173165,-11.384132,14.484836,20.948564,.97383503
-6.6196753,-10.695966,13.494483,20.900716,.91374143
-4.4206175,-9.9171805,13.557956,18.413823,-.27308221
-4.4525850,-9.1535538,14.291084,20.147834,1.1863549
-3.1341456,-9.9372592,15.670625,19.763140,-.92567486
-4.4480443,-10.401113,15.545102,19.135438,-1.7864540
-3.7979237,-10.381718,15.716317,21.435940,.41795089
-4.9621254,-9.5035547,14.731268,17.900732,-1.7367825
-4.4094008,-11.351496,15.036846,20.827517,.43149514
-3.0858551,-9.5427077,15.451978,20.323843,-.64814267E-01
-3.9290598,-10.506289,15.880910,21.029138,.41621376
-2.8761747,-9.4171646,15.208466,20.214038,.51398658
-5.6440204,-10.525669,14.948706,21.717349,.75516494
-9.9864162,-11.897831,13.529093,20.457395,-1.0794830
-6.3615930,-9.5489904,16.312597,21.746430,.23487018
-2.6695138,-9.7549227,15.337275,19.827270,-.24932137
-2.7035883,-10.345571,14.640347,19.773286,-.98242988E-01
-6.1696433,-11.266242,13.480110,21.575113,2.1924557
-5.3910920,-10.653490,15.268573,22.162557,1.2231526
-3.5829030,-10.272596,16.125665,20.716249,-.33803194
-5.8552758,-10.954282,12.456308,19.277713,.60196714
-4.4049649,-11.568938,14.148614,21.275833,.89387767
-5.9369416,-8.6063848,15.533422,19.042837,.45668710
-4.0835496,-10.601559,15.036703,20.235985,.52125448
-8.1844655,-10.582414,17.140006,20.017656,-1.8429539
-3.1572466,-9.9469682,14.507848,18.953177,-.70869468
-4.2381891,-9.2830536,14.737220,20.082008,1.4062344
-5.5338525,-12.187953,13.369632,20.920912,.92293954
-5.2463157,-10.035434,13.092044,18.221210,-.38511960
-2.9136616,-10.451513,15.089949,20.274318,.18299524
-3.6773033,-11.069507,14.521032,19.484829,-.96994396
-4.6127974,-9.7469967,15.479614,18.771835,-1.0348901
-3.1722612,-10.322336,14.767768,19.232834,-.98719701
-4.9102784,-10.029115,14.875203,18.267127,-2.0531999
-5.0560970,-11.997351,14.615759,20.903320,-.46944126
-5.4697602,-10.793758,13.999279,18.150167,-1.4817370
-9.4736008,-11.915857,14.786752,21.136499,-1.3342956
-8.7704759,-13.081290,13.069699,21.889084,1.2750451
-5.5409513,-11.929759,14.285673,19.447575,-1.3058112
-5.7894293,-8.7325281,15.584617,21.424982,1.8031872
-5.2932922,-11.678241,12.914846,19.513592,.30802516
-7.8964634,-9.7179114,17.600645,21.635244,-.96969811
-8.2127099,-11.220189,14.329336,20.984370,2.1085911
-6.7299117,-11.172116,16.343514,21.697693,.57203630
-7.5143562,-10.231987,16.688741,22.902066,1.8813693
-4.5181139,-10.370972,16.152925,21.382660,.72868342
-9.1548946,-9.9063123,12.375167,19.776935,1.3779064
-4.7715723,-8.8534586,16.241335,18.987009,-1.6944014
-4.2546828,-8.5795470,15.384791,19.861611,.96523704
-4.4174787,-8.9315342,14.398190,19.943307,1.2102014
-3.0968232,-10.225504,15.545291,19.866784,-.66631005
-4.2665034,-11.200824,14.506695,20.161212,.36852435
-3.5349376,-9.3477286,15.117055,19.482175,-.72582720
-5.4173730,-9.5273654,16.430667,19.003167,-1.7118324
-5.6062352,-10.703436,16.689821,21.136880,-.36383598
