SampleLogFunc,SampleVariable1,SampleVariable2,SampleVariable3,SampleVariable4
-11.259872,-12.412930,14.938338,19.859233,-.54648561
-8.5950811,-10.814116,15.900845,21.091267,1.2219336
-3.9850080,-9.4541185,13.986010,19.558510,.99459820
-3.9850080,-9.4541185,13.986010,19.558510,.99459820
-4.9336675,-8.9208000,14.380696,19.209651,1.0588731
-4.9336675,-8.9208000,14.380696,19.209651,1.0588731
-4.9336675,-8.9208000,14.380696,19.209651,1.0588731
-5.2306398,-8.5832465,14.868939,18.538388,.18075084
-5.2306398,-8.5832465,14.868939,18.538388,.18075084
-5.3890987,-7.8223381,15.297835,18.566235,-.13768953
-5.3890987,-7.8223381,15.297835,18.566235,-.13768953
-4.2563923,-8.1968880,15.617067,19.208892,-.73948618E-03
-6.7098880,-12.457247,14.743671,21.936007,.23119281
-9.4410491,-10.260692,12.801868,20.566223,1.2955173
-6.0998175,-9.3096970,13.835168,20.455280,2.2825961
-6.0998175,-9.3096970,13.835168,20.455280,2.2825961
-6.0998175,-9.3096970,13.835168,20.455280,2.2825961
-6.0998175,-9.3096970,13.835168,20.455280,2.2825961
-4.5585255,-10.221374,14.927842,21.706496,1.6612677
-4.5585255,-10.221374,14.927842,21.706496,1.6612677
-4.5585255,-10.221374,14.927842,21.706496,1.6612677
-4.5585255,-10.221374,14.927842,21.706496,1.6612677
-3.6269230,-9.3205751,16.035912,20.185537,.25564057
-3.6269230,-9.3205751,16.035912,20.185537,.25564057
-3.6269230,-9.3205751,16.035912,20.185537,.25564057
-3.6269230,-9.3205751,16.035912,20.185537,.25564057
-3.6269230,-9.3205751,16.035912,20.185537,.25564057
-5.0861664,-11.022421,15.629884,21.998916,1.2640433
-5.2491448,-8.8700085,14.144818,19.359154,.26277064
-5.5116880,-9.0300093,13.824083,19.803864,1.1934042
-5.5116880,-9.0300093,13.824083,19.803864,1.1934042
-5.4168975,-9.0799911,14.016014,19.759780,.64881445
-5.4168975,-9.0799911,14.016014,19.759780,.64881445
-5.5033668,-11.434703,13.003636,20.666692,1.2074499
-5.1921046,-10.791085,13.821087,19.199482,-1.2270470
-5.6684331,-11.777390,15.293738,20.901340,-1.0603151
-3.5837192,-9.9218805,14.355598,19.637209,-.33823203
-3.5837192,-9.9218805,14.355598,19.637209,-.33823203
-3.5837192,-9.9218805,14.355598,19.637209,-.33823203
-3.5837192,-9.9218805,14.355598,19.637209,-.33823203
-5.9858194,-10.817409,12.748947,20.236459,1.7383404
-4.8361028,-7.9070914,15.886349,19.035174,-.36773932
-7.6301434,-11.516873,16.748066,22.157373,-.70530865E-02
-9.8520760,-9.2482123,17.841456,22.530793,.24239373E-01
-7.5980588,-11.360744,16.467113,20.183374,-2.0497547
-7.5980588,-11.360744,16.467113,20.183374,-2.0497547
-7.5980588,-11.360744,16.467113,20.183374,-2.0497547
-7.2585752,-8.8827285,16.393077,18.481078,-2.7622796
-3.1428070,-10.273758,15.685582,20.806403,.26387529
-3.0749828,-9.5265752,15.989181,20.443065,-.30040306E-01
-3.4254979,-10.252415,13.785885,19.775752,.56751813
-3.7995218,-9.7535146,14.882177,18.629267,-.93183727
-3.7995218,-9.7535146,14.882177,18.629267,-.93183727
-3.7995218,-9.7535146,14.882177,18.629267,-.93183727
-4.3738613,-10.886592,15.653737,21.675898,.90232327
-4.3738613,-10.886592,15.653737,21.675898,.90232327
-4.3738613,-10.886592,15.653737,21.675898,.90232327
-4.3738613,-10.886592,15.653737,21.675898,.90232327
-4.3738613,-10.886592,15.653737,21.675898,.90232327
-4.3738613,-10.886592,15.653737,21.675898,.90232327
-3.3444737,-10.659306,13.905717,19.816132,.14305361E-02
-5.0355019,-11.859229,13.952078,19.482670,-1.0664886
-5.0355019,-11.859229,13.952078,19.482670,-1.0664886
-4.9916414,-10.580065,13.908232,20.535581,1.8013230
-5.3224135,-8.8713945,15.954448,21.319400,1.8323208
-5.3224135,-8.8713945,15.954448,21.319400,1.8323208
-6.0155553,-11.616945,14.376016,21.695164,.50852110
-3.2740749,-9.3873501,15.140791,19.111414,-.92525821
-3.2740749,-9.3873501,15.140791,19.111414,-.92525821
-3.3132028,-9.4872644,15.813240,20.512167,.57706161
-3.3132028,-9.4872644,15.813240,20.512167,.57706161
-4.3097722,-9.6628764,15.159318,21.039931,1.7387898
-4.3097722,-9.6628764,15.159318,21.039931,1.7387898
-4.3097722,-9.6628764,15.159318,21.039931,1.7387898
-3.4974521,-9.8393927,14.289994,20.237408,1.1999518
-3.4974521,-9.8393927,14.289994,20.237408,1.1999518
-3.6619581,-10.941045,14.036378,19.304552,-.36082411
-3.8710674,-9.0375667,14.921337,20.010678,.32129821
-3.8710674,-9.0375667,14.921337,20.010678,.32129821
-3.8710674,-9.0375667,14.921337,20.010678,.32129821
-3.2181130,-9.3916954,14.620320,18.976432,-.44782771
-3.9669948,-10.342529,15.143342,19.067646,-1.0372151
-7.4910547,-9.3853642,14.064113,17.613238,-2.2312039
-5.1310836,-11.225207,13.940093,21.127555,.63342834
-5.1310836,-11.225207,13.940093,21.127555,.63342834
